S	I	R	e	d	dI	t
93	73	59	1	0	0	10.6325
92	71	61	0	1	0	10.635
93	70	62	1	0	0	10.6375
94	69	62	0	0	0	10.64
96	68	63	2	0	0	10.6425
95	69	63	0	0	0	10.645
96	69	63	1	0	0	10.6475
97	69	63	1	0	0	10.65
98	69	63	1	0	0	10.6525
99	68	62	0	0	1	10.655
98	69	62	0	0	0	10.6575
98	69	62	1	1	0	10.66
97	68	63	0	1	0	10.6625
98	68	63	1	0	0	10.665
98	68	63	0	0	0	10.6675
97	68	63	0	1	0	10.67
97	68	63	0	0	0	10.6725
97	68	63	1	0	1	10.675
97	66	63	0	0	2	10.6775
97	67	61	0	1	0	10.68
97	67	61	0	0	0	10.6825
98	68	60	1	0	0	10.685
97	67	61	0	1	0	10.6875
96	67	60	0	2	0	10.69
94	69	60	0	0	0	10.6925
94	69	60	0	0	0	10.695
94	69	60	0	0	0	10.6975
94	69	60	0	0	0	10.7
94	68	60	0	0	1	10.7025
93	68	61	0	0	0	10.705
93	68	61	0	0	0	10.7075
92	67	62	0	1	0	10.71
89	69	61	0	2	0	10.7125
88	69	62	0	0	0	10.715
88	69	62	0	0	0	10.7175
87	70	62	0	0	0	10.72
86	71	62	0	0	0	10.7225
86	71	62	0	0	0	10.725
86	71	62	0	0	0	10.7275
86	71	61	0	1	0	10.73
87	71	60	0	0	0	10.7325
87	71	60	0	0	0	10.735
87	71	60	1	1	0	10.7375
87	71	60	0	0	0	10.74
87	71	60	0	0	0	10.7425
87	70	61	0	0	0	10.745
87	70	61	0	0	0	10.7475
87	70	61	0	0	0	10.75
88	70	61	2	1	0	10.7525
88	70	61	0	0	0	10.755
88	70	61	0	0	0	10.7575
87	71	61	0	0	0	10.76
86	71	61	0	1	0	10.7625
85	72	60	0	1	0	10.765
87	72	60	2	0	0	10.7675
87	72	60	0	0	0	10.77
87	72	60	0	0	0	10.7725
87	72	60	0	0	0	10.775
88	71	61	2	1	0	10.7775
86	71	61	0	1	1	10.78
85	70	62	0	1	0	10.7825
85	70	62	0	0	0	10.785
83	70	62	0	2	0	10.7875
84	70	61	0	0	0	10.79
84	70	60	0	1	0	10.7925
84	70	60	0	0	0	10.795
84	70	60	0	0	0	10.7975
83	71	60	0	0	0	10.8
82	72	60	1	1	0	10.8025
82	72	60	0	0	0	10.805
82	71	60	0	1	0	10.8075
82	71	60	0	0	0	10.81
82	71	60	0	0	0	10.8125
81	71	60	0	1	0	10.815
80	71	60	0	1	0	10.8175
81	71	59	0	0	0	10.82
81	70	58	0	2	0	10.8225
81	70	58	0	0	0	10.825
81	70	58	0	0	0	10.8275
81	70	58	0	0	0	10.83
81	70	58	0	0	0	10.8325
81	69	58	0	1	0	10.835
81	69	58	0	0	0	10.8375
81	69	58	0	0	0	10.84
81	67	59	0	0	1	10.8425
81	67	59	0	0	0	10.845
81	67	59	0	0	0	10.8475
82	67	59	1	0	0	10.85
82	67	59	0	0	0	10.8525
83	67	59	1	0	0	10.855
84	67	58	0	0	0	10.8575
82	68	58	0	1	0	10.86
81	68	58	0	1	0	10.8625
81	68	58	0	0	0	10.865
81	68	58	0	0	0	10.8675
81	68	58	0	0	0	10.87
80	68	58	0	1	0	10.8725
80	67	59	0	0	0	10.875
79	68	59	1	1	0	10.8775
79	68	59	0	0	0	10.88
78	68	59	0	0	1	10.8825
79	68	59	1	0	0	10.885
80	67	58	0	0	1	10.8875
78	69	58	0	0	0	10.89
76	71	58	0	0	0	10.8925
75	72	58	0	0	0	10.895
75	72	58	0	0	0	10.8975
75	72	58	0	0	0	10.9
75	71	59	0	0	0	10.9025
76	71	59	1	0	0	10.905
76	71	58	0	1	0	10.9075
76	71	58	0	0	0	10.91
76	70	58	0	0	1	10.9125
76	70	58	0	0	0	10.915
77	70	58	1	0	0	10.9175
77	69	58	0	1	0	10.92
77	69	58	0	0	0	10.9225
77	69	58	0	0	0	10.925
76	70	57	0	1	0	10.9275
76	70	57	0	0	0	10.93
75	71	57	0	0	0	10.9325
74	71	57	0	1	0	10.935
73	72	57	0	0	0	10.9375
72	72	58	0	0	0	10.94
71	72	57	0	2	0	10.9425
71	72	57	0	0	0	10.945
71	70	59	0	0	0	10.9475
70	69	60	0	0	1	10.95
71	69	60	1	0	0	10.9525
69	71	59	0	1	0	10.955
69	71	59	0	0	0	10.9575
69	71	59	0	0	0	10.96
69	71	59	0	0	0	10.9625
69	71	59	0	0	0	10.965
69	71	59	0	0	0	10.9675
69	71	58	0	1	0	10.97
69	71	58	0	0	0	10.9725
68	72	58	0	0	0	10.975
69	71	59	1	0	0	10.9775
69	70	60	0	0	0	10.98
70	69	60	0	0	0	10.9825
70	69	60	0	0	0	10.985
70	69	60	0	0	0	10.9875
70	69	60	0	0	0	10.99
72	69	59	1	0	0	10.9925
72	69	59	0	0	0	10.995
72	69	59	0	0	0	10.9975
73	69	59	1	0	0	11
74	69	58	0	0	0	11.0025
73	70	58	0	0	0	11.005
74	70	58	1	0	0	11.0075
74	70	57	0	1	0	11.01
74	70	58	1	0	0	11.0125
75	69	57	0	0	1	11.015
75	69	57	0	0	0	11.0175
75	68	58	0	0	0	11.02
75	68	58	0	0	0	11.0225
75	68	58	0	0	0	11.025
75	68	58	0	0	0	11.0275
75	68	58	0	0	0	11.03
75	68	58	0	0	0	11.0325
76	68	58	1	0	0	11.035
76	68	58	0	0	0	11.0375
76	68	58	0	0	0	11.04
76	67	59	0	0	0	11.0425
76	66	60	0	0	0	11.045
76	66	60	0	0	0	11.0475
76	66	60	0	0	0	11.05
77	66	59	0	0	0	11.0525
78	66	59	1	0	0	11.055
78	65	60	0	0	0	11.0575
77	66	60	0	0	0	11.06
77	64	61	0	0	1	11.0625
77	64	61	0	0	0	11.065
77	63	61	0	1	0	11.0675
77	63	61	0	0	0	11.07
76	63	60	0	2	0	11.0725
76	63	60	0	0	0	11.075
76	64	60	1	0	0	11.0775
76	63	60	0	1	0	11.08
76	63	60	0	0	0	11.0825
75	62	61	0	1	0	11.085
75	61	62	0	0	0	11.0875
75	59	63	0	0	1	11.09
76	59	63	1	0	0	11.0925
76	59	63	0	0	0	11.095
76	58	63	0	1	0	11.0975
76	58	63	0	0	0	11.1
76	58	63	0	0	0	11.1025
76	58	63	0	0	0	11.105
77	57	64	2	1	0	11.1075
77	56	65	0	0	0	11.11
77	55	66	0	0	0	11.1125
76	56	66	0	0	0	11.115
77	55	66	0	0	0	11.1175
77	55	66	0	0	0	11.12
77	55	66	0	0	0	11.1225
78	55	66	1	0	0	11.125
80	54	66	2	1	0	11.1275
81	54	65	0	0	0	11.13
80	54	65	0	0	1	11.1325
80	54	64	0	1	0	11.135
80	54	64	0	0	0	11.1375
79	55	64	0	0	0	11.14
79	54	64	0	0	1	11.1425
79	54	64	0	0	0	11.145
80	53	65	1	0	0	11.1475
80	53	65	0	0	0	11.15
79	54	65	0	0	0	11.1525
79	54	65	0	0	0	11.155
80	53	66	1	0	0	11.1575
80	53	65	0	1	0	11.16
80	53	65	0	0	0	11.1625
82	53	64	2	1	0	11.165
81	54	64	0	0	0	11.1675
81	54	64	0	0	0	11.17
81	54	63	0	1	0	11.1725
81	54	63	0	0	0	11.175
81	54	63	0	0	0	11.1775
81	54	63	0	0	0	11.18
80	54	63	0	1	0	11.1825
81	54	62	0	0	0	11.185
81	54	62	0	0	0	11.1875
81	54	62	0	0	0	11.19
81	54	62	0	0	0	11.1925
81	54	62	0	0	0	11.195
80	54	62	0	1	0	11.1975
79	54	62	0	1	0	11.2
79	54	62	0	0	0	11.2025
79	54	62	0	0	0	11.205
78	54	62	0	1	0	11.2075
77	55	62	0	0	0	11.21
76	56	62	0	0	0	11.2125
76	56	62	0	0	0	11.215
76	56	62	0	0	0	11.2175
77	56	62	1	0	0	11.22
78	57	60	1	1	0	11.2225
78	57	60	0	0	0	11.225
77	58	60	0	0	0	11.2275
77	58	60	0	0	0	11.23
77	58	60	0	0	0	11.2325
77	58	60	0	0	0	11.235
77	58	60	0	0	0	11.2375
76	58	61	0	0	0	11.24
75	59	61	0	0	0	11.2425
75	59	61	0	0	0	11.245
74	60	61	0	0	0	11.2475
74	60	61	0	0	0	11.25
74	60	61	0	0	0	11.2525
74	60	61	0	0	0	11.255
74	60	61	0	0	0	11.2575
75	60	60	0	0	0	11.26
74	61	60	0	0	0	11.2625
74	60	60	0	1	0	11.265
74	59	61	0	0	0	11.2675
74	59	61	0	0	0	11.27
75	59	60	0	0	0	11.2725
75	59	60	0	0	0	11.275
75	59	60	0	0	0	11.2775
75	59	60	0	0	0	11.28
76	59	60	1	0	0	11.2825
76	59	60	0	0	0	11.285
75	59	60	0	0	1	11.2875
76	59	59	0	0	0	11.29
76	59	59	0	0	0	11.2925
76	59	59	0	0	0	11.295
76	58	60	0	0	0	11.2975
76	57	60	0	1	0	11.3
76	57	60	0	0	0	11.3025
76	56	60	0	1	0	11.305
74	58	60	0	0	0	11.3075
74	58	60	0	0	0	11.31
74	57	60	0	1	0	11.3125
74	55	62	0	0	0	11.315
73	55	62	0	1	0	11.3175
73	55	62	0	0	0	11.32
73	56	61	0	0	0	11.3225
73	56	61	0	0	0	11.325
72	56	61	0	1	0	11.3275
72	56	61	0	0	0	11.33
72	57	60	0	0	0	11.3325
73	57	60	1	0	0	11.335
74	57	59	0	0	0	11.3375
74	57	59	1	1	0	11.34
74	57	59	0	0	0	11.3425
76	56	59	2	1	0	11.345
74	57	59	0	1	0	11.3475
74	57	59	0	0	0	11.35
73	57	59	0	1	0	11.3525
73	56	60	0	0	0	11.355
74	56	60	1	0	0	11.3575
76	56	59	1	0	0	11.36
77	56	58	0	0	0	11.3625
76	58	58	1	0	0	11.365
76	58	58	0	0	0	11.3675
75	59	58	0	0	0	11.37
75	58	58	0	1	0	11.3725
76	58	58	2	1	0	11.375
75	58	58	0	0	1	11.3775
74	58	58	0	1	0	11.38
74	57	58	0	1	0	11.3825
74	57	57	0	1	0	11.385
73	57	57	0	1	0	11.3875
73	57	57	0	0	0	11.39
71	59	57	0	0	0	11.3925
70	61	56	0	0	0	11.395
70	61	56	0	0	0	11.3975
70	62	56	1	0	0	11.4
69	63	56	0	0	0	11.4025
68	64	56	0	0	0	11.405
68	64	56	0	0	0	11.4075
68	64	56	0	0	0	11.41
69	64	56	1	0	0	11.4125
69	63	57	0	0	0	11.415
71	63	56	1	0	0	11.4175
71	63	56	0	0	0	11.42
70	63	57	0	0	0	11.4225
69	65	56	0	0	0	11.425
69	65	56	0	0	0	11.4275
70	65	56	1	0	0	11.43
70	65	56	0	0	0	11.4325
68	67	56	0	0	0	11.435
67	68	56	0	0	0	11.4375
67	68	56	0	0	0	11.44
65	70	56	0	0	0	11.4425
65	70	55	0	1	0	11.445
65	70	55	0	0	0	11.4475
65	70	55	0	0	0	11.45
66	69	55	1	1	0	11.4525
66	68	55	0	0	1	11.455
66	69	55	2	1	0	11.4575
65	70	55	0	0	0	11.46
66	70	54	0	0	0	11.4625
66	70	54	0	0	0	11.465
66	70	54	0	0	0	11.4675
66	70	54	0	0	0	11.47
66	69	55	0	0	0	11.4725
65	70	55	0	0	0	11.475
65	70	55	0	0	0	11.4775
66	70	55	1	0	0	11.48
65	71	55	0	0	0	11.4825
65	70	56	0	0	0	11.485
63	71	57	0	0	0	11.4875
63	71	57	0	0	0	11.49
63	71	57	0	0	0	11.4925
63	71	57	0	0	0	11.495
63	70	58	0	0	0	11.4975
62	71	58	0	0	0	11.5
63	71	58	1	0	0	11.5025
64	71	58	1	0	0	11.505
64	71	58	0	0	0	11.5075
62	73	58	0	0	0	11.51
62	73	58	0	0	0	11.5125
62	73	58	0	0	0	11.515
63	73	57	0	0	0	11.5175
62	74	57	0	0	0	11.52
62	74	57	0	0	0	11.5225
61	75	57	0	0	0	11.525
61	75	57	0	0	0	11.5275
61	75	57	0	0	0	11.53
61	75	57	0	0	0	11.5325
61	74	57	0	1	0	11.535
61	74	57	0	0	0	11.5375
61	74	56	0	1	0	11.54
60	75	56	0	0	0	11.5425
60	74	57	0	0	0	11.545
60	75	57	1	0	0	11.5475
60	75	57	0	0	0	11.55
61	75	57	1	0	0	11.5525
62	75	57	1	0	0	11.555
63	74	57	1	0	1	11.5575
63	74	57	0	0	0	11.56
63	73	58	0	0	0	11.5625
63	72	59	0	0	0	11.565
62	73	59	0	0	0	11.5675
62	72	59	0	0	1	11.57
61	73	59	0	0	0	11.5725
61	73	59	0	0	0	11.575
61	73	59	0	0	0	11.5775
61	73	59	0	0	0	11.58
61	73	59	0	0	0	11.5825
57	75	60	0	1	0	11.585
59	74	61	2	0	0	11.5875
59	73	62	0	0	0	11.59
60	73	62	1	0	0	11.5925
60	73	62	0	0	0	11.595
59	73	62	0	1	0	11.5975
59	73	61	0	1	0	11.6
59	72	60	0	2	0	11.6025
60	69	61	1	0	2	11.605
59	69	61	0	1	0	11.6075
59	69	61	0	0	0	11.61
59	69	61	0	0	0	11.6125
59	69	61	0	0	0	11.615
59	69	61	0	0	0	11.6175
59	69	61	0	0	0	11.62
60	68	61	1	0	1	11.6225
62	68	60	1	0	0	11.625
61	69	60	0	0	0	11.6275
60	70	60	0	0	0	11.63
59	70	60	0	1	0	11.6325
59	71	60	1	0	0	11.635
60	72	60	2	0	0	11.6375
59	73	60	0	0	0	11.64
59	73	60	0	0	0	11.6425
59	72	60	0	1	0	11.645
59	72	60	0	0	0	11.6475
59	72	60	0	0	0	11.65
61	72	59	1	0	0	11.6525
61	72	59	0	0	0	11.655
61	72	58	0	1	0	11.6575
61	73	58	1	0	0	11.66
60	74	58	0	0	0	11.6625
59	75	58	0	0	0	11.665
59	74	59	0	0	0	11.6675
60	74	58	1	1	0	11.67
60	74	58	0	0	0	11.6725
59	76	58	1	0	0	11.675
59	76	58	0	0	0	11.6775
59	77	58	1	0	0	11.68
59	77	58	0	0	0	11.6825
59	77	57	0	1	0	11.685
59	76	57	0	0	1	11.6875
58	77	57	0	0	0	11.69
58	77	57	0	0	0	11.6925
58	76	57	0	1	0	11.695
58	76	57	0	0	0	11.6975
58	76	56	0	1	0	11.7
58	76	56	0	0	0	11.7025
58	76	56	0	0	0	11.705
59	77	54	0	0	0	11.7075
59	77	54	0	0	0	11.71
59	77	55	1	0	0	11.7125
59	75	56	0	1	0	11.715
59	74	56	0	0	1	11.7175
59	75	56	1	0	0	11.72
59	75	56	0	0	0	11.7225
59	75	56	0	0	0	11.725
59	75	56	0	0	0	11.7275
59	75	56	0	0	0	11.73
59	75	56	0	0	0	11.7325
59	74	56	0	0	1	11.735
59	74	56	0	0	0	11.7375
59	74	56	0	0	0	11.74
59	74	56	0	0	0	11.7425
59	73	56	0	0	1	11.745
59	73	56	0	0	0	11.7475
60	73	56	1	0	0	11.75
61	72	56	1	0	1	11.7525
60	73	56	0	0	0	11.755
60	74	55	0	0	0	11.7575
61	74	55	1	0	0	11.76
61	74	54	0	1	0	11.7625
61	73	54	0	1	0	11.765
61	73	54	0	0	0	11.7675
60	74	54	0	0	0	11.77
60	74	54	0	0	0	11.7725
59	75	54	0	0	0	11.775
59	75	54	0	0	0	11.7775
59	75	54	0	0	0	11.78
60	75	54	1	0	0	11.7825
60	75	54	0	0	0	11.785
59	76	54	0	0	0	11.7875
59	76	53	0	1	0	11.79
59	76	53	0	0	0	11.7925
59	75	54	0	0	0	11.795
59	71	56	0	1	1	11.7975
58	72	56	0	0	0	11.8
59	72	56	2	1	0	11.8025
58	73	56	0	0	0	11.805
58	72	57	0	0	0	11.8075
58	72	57	0	0	0	11.81
58	72	57	0	0	0	11.8125
58	72	57	0	0	0	11.815
57	73	57	0	0	0	11.8175
57	73	57	0	0	0	11.82
58	72	56	1	2	0	11.8225
57	73	56	0	0	0	11.825
57	73	55	0	1	0	11.8275
57	73	55	0	0	0	11.83
56	74	55	0	0	0	11.8325
56	75	55	1	0	0	11.835
56	74	55	0	0	1	11.8375
56	74	54	0	1	0	11.84
56	74	54	0	0	0	11.8425
55	75	54	0	0	0	11.845
55	75	54	0	0	0	11.8475
55	74	55	0	0	0	11.85
54	74	56	0	0	0	11.8525
54	73	57	0	0	0	11.855
55	72	57	1	0	1	11.8575
55	71	57	0	1	0	11.86
55	71	57	0	0	0	11.8625
54	71	57	0	1	0	11.865
54	71	57	0	0	0	11.8675
54	70	56	0	2	0	11.87
54	70	56	0	0	0	11.8725
54	70	56	0	0	0	11.875
54	70	56	0	0	0	11.8775
54	69	57	0	0	0	11.88
54	69	57	0	0	0	11.8825
54	68	58	0	0	0	11.885
54	69	58	1	0	0	11.8875
54	67	59	0	0	1	11.89
55	67	58	0	0	0	11.8925
56	67	57	0	0	0	11.895
56	67	57	0	0	0	11.8975
56	67	57	0	0	0	11.9
56	68	56	0	0	0	11.9025
55	69	56	0	0	0	11.905
56	69	56	1	0	0	11.9075
55	70	56	0	0	0	11.91
55	71	55	0	0	0	11.9125
54	72	55	0	0	0	11.915
54	71	56	0	0	0	11.9175
54	71	56	0	0	0	11.92
54	71	56	0	0	0	11.9225
54	71	56	0	0	0	11.925
55	70	57	1	0	0	11.9275
55	70	57	0	0	0	11.93
56	69	58	1	0	0	11.9325
55	69	58	0	0	1	11.935
54	70	58	0	0	0	11.9375
53	71	58	0	0	0	11.94
53	70	58	0	1	0	11.9425
53	68	58	0	1	1	11.945
53	68	58	0	0	0	11.9475
53	68	58	0	0	0	11.95
52	68	59	0	0	0	11.9525
52	67	59	0	1	0	11.955
51	67	60	0	0	0	11.9575
52	67	59	0	0	0	11.96
53	66	59	1	1	0	11.9625
52	66	58	0	2	0	11.965
52	66	58	0	0	0	11.9675
50	68	58	0	0	0	11.97
51	68	58	1	0	0	11.9725
51	68	58	0	0	0	11.975
51	68	58	0	0	0	11.9775
51	68	57	0	0	1	11.98
53	68	56	1	0	0	11.9825
52	69	56	0	0	0	11.985
52	69	56	0	0	0	11.9875
52	68	55	0	1	1	11.99
52	67	56	0	0	0	11.9925
52	68	56	1	0	0	11.995
52	68	56	0	0	0	11.9975
53	68	55	0	0	0	12
53	69	55	1	0	0	12.0025
53	69	56	1	0	0	12.005
53	68	56	0	1	0	12.0075
54	68	56	1	0	0	12.01
53	70	56	1	0	0	12.0125
54	70	55	1	1	0	12.015
55	70	55	1	0	0	12.0175
55	68	56	0	1	0	12.02
55	68	56	0	0	0	12.0225
56	68	56	1	0	0	12.025
56	68	56	0	0	0	12.0275
57	68	55	0	0	0	12.03
57	68	55	0	0	0	12.0325
56	69	55	0	0	0	12.035
57	67	56	1	0	1	12.0375
57	67	56	0	0	0	12.04
57	67	56	0	0	0	12.0425
56	67	57	0	0	0	12.045
56	67	57	0	0	0	12.0475
56	67	57	0	0	0	12.05
56	67	57	0	0	0	12.0525
56	67	57	0	0	0	12.055
55	66	57	0	1	1	12.0575
55	66	57	0	0	0	12.06
55	66	57	0	0	0	12.0625
55	66	57	0	0	0	12.065
55	66	56	0	1	0	12.0675
56	66	55	0	0	0	12.07
56	65	56	0	0	0	12.0725
57	65	55	0	0	0	12.075
57	65	55	0	0	0	12.0775
57	64	56	0	0	0	12.08
57	64	56	0	0	0	12.0825
57	64	56	0	0	0	12.085
57	64	56	0	0	0	12.0875
57	64	56	0	0	0	12.09
59	63	56	2	1	0	12.0925
59	63	56	0	0	0	12.095
58	64	56	0	0	0	12.0975
58	64	56	0	0	0	12.1
58	64	56	0	0	0	12.1025
58	64	56	0	0	0	12.105
58	64	56	0	0	0	12.1075
57	64	57	0	0	0	12.11
57	64	57	0	0	0	12.1125
57	64	57	0	0	0	12.115
58	64	57	1	0	0	12.1175
58	64	57	0	0	0	12.12
57	65	57	0	0	0	12.1225
57	65	57	0	0	0	12.125
57	65	57	0	0	0	12.1275
57	65	57	0	0	0	12.13
56	66	57	1	1	0	12.1325
56	66	57	0	0	0	12.135
55	65	57	0	2	0	12.1375
55	65	57	0	0	0	12.14
56	65	57	1	0	0	12.1425
56	65	57	0	0	0	12.145
56	65	57	0	0	0	12.1475
55	66	57	1	1	0	12.15
55	65	58	0	0	0	12.1525
55	65	58	0	0	0	12.155
55	65	58	0	0	0	12.1575
55	64	59	0	0	0	12.16
55	64	59	0	0	0	12.1625
55	64	59	0	0	0	12.165
57	64	58	1	0	0	12.1675
57	64	58	0	0	0	12.17
57	64	58	0	0	0	12.1725
57	64	58	0	0	0	12.175
57	63	58	0	1	0	12.1775
58	63	57	0	0	0	12.18
58	62	58	0	0	0	12.1825
57	62	58	0	1	0	12.185
58	61	59	1	0	0	12.1875
58	61	59	0	0	0	12.19
58	61	59	0	0	0	12.1925
58	61	59	0	0	0	12.195
59	60	58	0	1	0	12.1975
59	60	58	0	0	0	12.2
59	60	58	0	0	0	12.2025
60	60	58	1	0	0	12.205
59	61	58	0	0	0	12.2075
58	62	58	0	0	0	12.21
58	62	58	0	0	0	12.2125
59	61	58	0	0	0	12.215
59	61	58	0	0	0	12.2175
59	60	58	0	0	1	12.22
58	61	57	0	1	0	12.2225
59	61	57	1	0	0	12.225
59	61	57	0	0	0	12.2275
59	61	56	0	1	0	12.23
60	61	56	1	0	0	12.2325
60	61	56	0	0	0	12.235
61	61	55	0	0	0	12.2375
61	61	55	0	0	0	12.24
61	61	55	0	0	0	12.2425
61	61	55	0	0	0	12.245
61	61	55	0	0	0	12.2475
60	62	55	0	0	0	12.25
60	62	55	0	0	0	12.2525
60	62	54	1	2	0	12.255
60	62	54	0	0	0	12.2575
60	61	55	0	0	0	12.26
60	61	55	0	0	0	12.2625
60	61	55	0	0	0	12.265
60	61	55	0	0	0	12.2675
59	61	55	0	1	0	12.27
59	61	55	0	0	0	12.2725
59	61	55	0	0	0	12.275
58	61	55	0	1	0	12.2775
58	60	56	0	0	0	12.28
58	60	56	0	0	0	12.2825
58	58	57	0	0	1	12.285
58	57	58	0	0	0	12.2875
57	58	57	0	1	0	12.29
57	57	58	0	0	0	12.2925
57	57	58	0	0	0	12.295
58	57	58	1	0	0	12.2975
58	57	58	0	0	0	12.3
58	58	58	1	0	0	12.3025
58	58	58	0	0	0	12.305
60	58	57	1	0	0	12.3075
60	58	57	0	0	0	12.31
61	57	58	1	0	0	12.3125
61	57	58	0	0	0	12.315
61	57	58	0	0	0	12.3175
61	56	58	0	1	0	12.32
60	57	58	0	0	0	12.3225
60	57	58	0	0	0	12.325
62	57	58	2	0	0	12.3275
62	57	58	0	0	0	12.33
62	57	58	0	0	0	12.3325
62	57	58	0	0	0	12.335
61	58	58	0	0	0	12.3375
60	59	58	0	0	0	12.34
60	59	58	0	0	0	12.3425
59	60	58	0	0	0	12.345
59	60	58	0	0	0	12.3475
59	61	58	1	0	0	12.35
59	60	58	0	0	1	12.3525
59	58	60	0	0	0	12.355
59	58	60	0	0	0	12.3575
59	58	60	0	0	0	12.36
59	58	60	0	0	0	12.3625
58	60	60	1	0	0	12.365
58	59	61	0	0	0	12.3675
58	59	60	0	1	0	12.37
58	58	60	0	1	0	12.3725
58	57	60	0	1	0	12.375
58	56	61	0	0	0	12.3775
59	55	61	1	0	1	12.38
58	55	61	1	2	0	12.3825
57	55	62	0	0	0	12.385
57	55	62	0	0	0	12.3875
58	55	62	1	0	0	12.39
58	55	62	0	0	0	12.3925
58	54	62	0	1	0	12.395
58	54	62	0	0	0	12.3975
58	54	62	0	0	0	12.4
57	54	63	0	0	0	12.4025
57	54	62	0	1	0	12.405
57	54	62	0	0	0	12.4075
56	55	62	0	0	0	12.41
56	55	62	0	0	0	12.4125
56	56	62	1	0	0	12.415
57	56	61	0	0	0	12.4175
57	57	61	1	0	0	12.42
56	58	61	0	0	0	12.4225
57	57	61	0	0	0	12.425
57	57	61	0	0	0	12.4275
57	56	62	0	0	0	12.43
56	57	62	0	0	0	12.4325
56	57	61	0	1	0	12.435
56	57	61	0	0	0	12.4375
56	57	60	0	1	0	12.44
56	57	60	0	0	0	12.4425
56	55	61	0	0	1	12.445
57	54	61	0	0	0	12.4475
57	54	61	0	0	0	12.45
57	54	61	0	0	0	12.4525
57	54	61	0	0	0	12.455
57	54	61	0	0	0	12.4575
56	55	61	0	0	0	12.46
56	56	61	1	0	0	12.4625
56	56	61	0	0	0	12.465
58	55	62	2	0	0	12.4675
58	55	62	0	0	0	12.47
56	56	62	0	1	0	12.4725
56	56	62	0	0	0	12.475
56	55	62	0	1	0	12.4775
58	55	62	2	0	0	12.48
57	56	62	0	0	0	12.4825
57	56	62	0	0	0	12.485
57	56	62	0	0	0	12.4875
58	56	62	1	0	0	12.49
58	55	63	0	0	0	12.4925
58	55	63	0	0	0	12.495
58	54	63	0	1	0	12.4975
59	54	62	0	0	0	12.5
59	53	62	0	1	0	12.5025
59	53	62	0	0	0	12.505
59	52	63	0	0	0	12.5075
60	52	63	1	0	0	12.51
60	51	64	0	0	0	12.5125
60	51	64	0	0	0	12.515
62	51	63	1	0	0	12.5175
61	52	63	0	0	0	12.52
61	52	63	0	0	0	12.5225
61	52	63	0	0	0	12.525
61	51	63	0	1	0	12.5275
61	51	63	0	0	0	12.53
61	51	63	0	0	0	12.5325
62	51	63	1	0	0	12.535
62	51	63	0	0	0	12.5375
62	50	64	0	0	0	12.54
62	49	65	0	0	0	12.5425
61	49	65	0	1	0	12.545
61	49	65	0	0	0	12.5475
60	49	67	1	0	0	12.55
60	49	67	0	0	0	12.5525
61	49	67	1	0	0	12.555
61	49	67	0	0	0	12.5575
62	49	67	1	0	0	12.56
63	48	67	1	1	0	12.5625
63	48	67	0	0	0	12.565
63	47	68	0	0	0	12.5675
63	46	68	0	0	1	12.57
64	46	68	1	0	0	12.5725
65	46	67	0	0	0	12.575
64	46	68	0	0	0	12.5775
64	46	68	0	0	0	12.58
63	46	68	0	1	0	12.5825
63	46	68	0	0	0	12.585
63	46	68	0	0	0	12.5875
64	46	68	1	0	0	12.59
64	45	68	0	1	0	12.5925
64	45	68	0	0	0	12.595
63	45	68	0	1	0	12.5975
63	44	68	0	0	1	12.6
63	44	68	0	0	0	12.6025
63	44	68	0	0	0	12.605
63	44	68	0	0	0	12.6075
64	44	68	1	0	0	12.61
64	44	68	0	0	0	12.6125
63	44	68	0	1	0	12.615
62	45	68	0	0	0	12.6175
61	46	68	0	0	0	12.62
61	46	68	0	0	0	12.6225
59	48	68	0	0	0	12.625
59	48	68	0	0	0	12.6275
60	48	68	1	0	0	12.63
60	47	69	0	0	0	12.6325
59	47	69	0	1	0	12.635
59	47	68	0	1	0	12.6375
57	49	68	0	0	0	12.64
56	50	68	0	0	0	12.6425
55	50	67	0	2	0	12.645
55	50	67	0	0	0	12.6475
55	51	67	1	0	0	12.65
54	52	67	0	0	0	12.6525
54	52	67	0	0	0	12.655
53	53	67	0	0	0	12.6575
54	52	66	0	0	1	12.66
54	52	66	0	0	0	12.6625
53	53	66	0	0	0	12.665
53	54	66	1	0	0	12.6675
54	54	66	1	0	0	12.67
54	54	66	0	0	0	12.6725
54	53	67	0	0	0	12.675
55	53	67	1	0	0	12.6775
56	52	67	1	0	1	12.68
57	52	67	1	0	0	12.6825
57	52	66	0	1	0	12.685
56	53	66	0	0	0	12.6875
55	54	66	0	0	0	12.69
56	54	65	0	0	0	12.6925
57	54	65	1	0	0	12.695
57	54	65	0	0	0	12.6975
56	55	65	0	0	0	12.7
57	54	63	0	2	0	12.7025
58	54	63	1	0	0	12.705
57	55	63	0	0	0	12.7075
56	56	63	0	0	0	12.71
57	55	64	1	0	0	12.7125
57	56	63	0	0	0	12.715
57	55	62	0	1	1	12.7175
58	55	62	1	0	0	12.72
58	54	63	0	0	0	12.7225
57	55	63	0	0	0	12.725
58	55	63	1	0	0	12.7275
56	56	64	0	0	0	12.73
57	56	64	1	0	0	12.7325
57	55	65	0	0	0	12.735
56	56	65	0	0	0	12.7375
57	56	65	1	0	0	12.74
57	55	65	0	1	0	12.7425
57	55	64	0	1	0	12.745
57	55	64	0	0	0	12.7475
