S	I	R	t
172	91	137	0.8
171	91	138	0.80125
171	89	140	0.8025
171	89	140	0.80375
171	89	140	0.805
171	89	140	0.80625
172	89	139	0.8075
172	89	139	0.80875
172	89	139	0.81
172	89	139	0.81125
172	89	139	0.8125
172	88	140	0.81375
172	88	140	0.815
172	88	140	0.81625
173	88	139	0.8175
172	88	140	0.81875
172	88	140	0.82
172	88	140	0.82125
172	88	140	0.8225
172	88	140	0.82375
172	88	140	0.825
170	90	140	0.82625
169	91	140	0.8275
168	92	140	0.82875
168	92	140	0.83
168	91	141	0.83125
168	91	141	0.8325
168	91	141	0.83375
167	92	141	0.835
167	92	141	0.83625
167	92	141	0.8375
167	91	142	0.83875
167	91	142	0.84
167	91	142	0.84125
167	91	142	0.8425
166	92	142	0.84375
166	92	142	0.845
166	92	142	0.84625
167	92	141	0.8475
167	92	141	0.84875
167	92	141	0.85
167	92	141	0.85125
167	92	141	0.8525
167	92	141	0.85375
167	92	141	0.855
167	92	141	0.85625
167	92	141	0.8575
167	92	141	0.85875
167	91	142	0.86
167	91	142	0.86125
166	91	143	0.8625
166	91	143	0.86375
165	92	143	0.865
164	93	143	0.86625
164	93	143	0.8675
164	93	143	0.86875
164	93	143	0.87
164	93	143	0.87125
164	93	143	0.8725
164	92	144	0.87375
162	94	144	0.875
162	93	145	0.87625
162	93	145	0.8775
162	93	145	0.87875
162	93	145	0.88
162	93	145	0.88125
163	93	144	0.8825
163	92	145	0.88375
164	92	144	0.885
164	92	144	0.88625
164	92	144	0.8875
164	91	145	0.88875
164	91	145	0.89
164	91	145	0.89125
164	91	145	0.8925
164	91	145	0.89375
164	91	145	0.895
164	91	145	0.89625
164	91	145	0.8975
164	91	145	0.89875
163	92	145	0.9
160	95	145	0.90125
160	95	145	0.9025
161	95	144	0.90375
162	95	143	0.905
162	95	143	0.90625
162	95	143	0.9075
163	95	142	0.90875
163	95	142	0.91
163	95	142	0.91125
162	96	142	0.9125
162	95	143	0.91375
162	95	143	0.915
162	95	143	0.91625
162	95	143	0.9175
162	95	143	0.91875
162	95	143	0.92
162	95	143	0.92125
162	95	143	0.9225
162	95	143	0.92375
162	94	144	0.925
162	94	144	0.92625
162	94	144	0.9275
163	94	143	0.92875
163	93	144	0.93
163	93	144	0.93125
163	93	144	0.9325
163	93	144	0.93375
162	94	144	0.935
162	94	144	0.93625
161	95	144	0.9375
161	95	144	0.93875
161	96	143	0.94
161	96	143	0.94125
161	96	143	0.9425
161	96	143	0.94375
161	96	143	0.945
161	96	143	0.94625
160	97	143	0.9475
160	97	143	0.94875
160	97	143	0.95
160	97	143	0.95125
159	98	143	0.9525
159	98	143	0.95375
159	98	143	0.955
159	98	143	0.95625
159	98	143	0.9575
159	96	145	0.95875
159	96	145	0.96
159	95	146	0.96125
159	95	146	0.9625
159	95	146	0.96375
159	95	146	0.965
159	94	147	0.96625
159	94	147	0.9675
159	94	147	0.96875
159	93	148	0.97
159	93	148	0.97125
159	93	148	0.9725
159	93	148	0.97375
159	93	148	0.975
159	93	148	0.97625
159	92	149	0.9775
159	92	149	0.97875
159	92	149	0.98
159	92	149	0.98125
159	92	149	0.9825
159	92	149	0.98375
159	92	149	0.985
159	91	150	0.98625
158	92	150	0.9875
158	92	150	0.98875
158	92	150	0.99
159	92	149	0.99125
159	92	149	0.9925
159	92	149	0.99375
160	92	148	0.995
160	92	148	0.99625
160	92	148	0.9975
160	92	148	0.99875
160	92	148	1
159	93	148	1.00125
159	93	148	1.0025
160	91	149	1.00375
160	91	149	1.005
161	91	148	1.00625
161	91	148	1.0075
161	91	148	1.00875
161	91	148	1.01
161	90	149	1.01125
161	90	149	1.0125
161	90	149	1.01375
160	90	150	1.015
159	91	150	1.01625
159	91	150	1.0175
159	90	151	1.01875
159	90	151	1.02
160	90	150	1.02125
160	90	150	1.0225
160	89	151	1.02375
160	89	151	1.025
161	89	150	1.02625
161	88	151	1.0275
162	88	150	1.02875
162	88	150	1.03
162	88	150	1.03125
162	88	150	1.0325
162	88	150	1.03375
161	89	150	1.035
161	89	150	1.03625
161	89	150	1.0375
161	90	149	1.03875
161	89	150	1.04
161	89	150	1.04125
161	89	150	1.0425
161	89	150	1.04375
160	90	150	1.045
160	89	151	1.04625
160	89	151	1.0475
160	89	151	1.04875
160	89	151	1.05
160	89	151	1.05125
160	89	151	1.0525
160	89	151	1.05375
160	89	151	1.055
160	88	152	1.05625
160	88	152	1.0575
159	89	152	1.05875
159	89	152	1.06
159	88	153	1.06125
159	88	153	1.0625
159	88	153	1.06375
158	89	153	1.065
157	90	153	1.06625
157	90	153	1.0675
157	90	153	1.06875
157	90	153	1.07
157	90	153	1.07125
157	90	153	1.0725
157	90	153	1.07375
157	90	153	1.075
157	89	154	1.07625
157	89	154	1.0775
157	89	154	1.07875
157	89	154	1.08
157	89	154	1.08125
157	87	156	1.0825
157	87	156	1.08375
157	87	156	1.085
157	87	156	1.08625
157	86	157	1.0875
157	86	157	1.08875
157	86	157	1.09
157	86	157	1.09125
157	86	157	1.0925
157	85	158	1.09375
156	86	158	1.095
155	87	158	1.09625
155	87	158	1.0975
155	87	158	1.09875
155	86	159	1.1
155	86	159	1.10125
155	86	159	1.1025
155	86	159	1.10375
155	86	159	1.105
155	86	159	1.10625
155	86	159	1.1075
155	86	159	1.10875
155	85	160	1.11
155	85	160	1.11125
155	84	161	1.1125
155	84	161	1.11375
155	84	161	1.115
155	84	161	1.11625
155	84	161	1.1175
155	84	161	1.11875
155	84	161	1.12
155	84	161	1.12125
155	84	161	1.1225
155	84	161	1.12375
155	84	161	1.125
155	84	161	1.12625
155	83	162	1.1275
155	83	162	1.12875
155	83	162	1.13
155	83	162	1.13125
155	83	162	1.1325
155	83	162	1.13375
155	83	162	1.135
155	83	162	1.13625
156	83	161	1.1375
155	84	161	1.13875
155	84	161	1.14
155	84	161	1.14125
155	84	161	1.1425
155	84	161	1.14375
155	84	161	1.145
155	83	162	1.14625
155	83	162	1.1475
155	83	162	1.14875
155	83	162	1.15
156	83	161	1.15125
156	83	161	1.1525
156	82	162	1.15375
156	82	162	1.155
156	82	162	1.15625
156	82	162	1.1575
156	81	163	1.15875
155	81	164	1.16
155	81	164	1.16125
155	81	164	1.1625
155	80	165	1.16375
155	80	165	1.165
155	80	165	1.16625
154	81	165	1.1675
153	82	165	1.16875
154	82	164	1.17
153	83	164	1.17125
153	82	165	1.1725
153	82	165	1.17375
153	82	165	1.175
153	81	166	1.17625
153	81	166	1.1775
153	81	166	1.17875
154	81	165	1.18
154	81	165	1.18125
154	81	165	1.1825
154	81	165	1.18375
154	81	165	1.185
154	81	165	1.18625
154	81	165	1.1875
153	82	165	1.18875
153	82	165	1.19
153	82	165	1.19125
153	82	165	1.1925
153	82	165	1.19375
153	82	165	1.195
153	82	165	1.19625
153	82	165	1.1975
153	81	166	1.19875
153	80	167	1.2
153	80	167	1.20125
153	80	167	1.2025
152	82	166	1.20375
152	81	167	1.205
152	79	169	1.20625
153	79	168	1.2075
153	79	168	1.20875
154	79	167	1.21
154	79	167	1.21125
154	79	167	1.2125
154	78	168	1.21375
154	78	168	1.215
155	78	167	1.21625
155	78	167	1.2175
155	78	167	1.21875
155	77	168	1.22
155	76	169	1.22125
156	76	168	1.2225
157	76	167	1.22375
158	76	166	1.225
159	75	166	1.22625
159	75	166	1.2275
160	75	165	1.22875
160	75	165	1.23
160	74	166	1.23125
160	74	166	1.2325
160	74	166	1.23375
160	74	166	1.235
160	74	166	1.23625
160	74	166	1.2375
160	74	166	1.23875
160	74	166	1.24
160	74	166	1.24125
160	74	166	1.2425
160	74	166	1.24375
160	74	166	1.245
160	74	166	1.24625
160	73	167	1.2475
160	73	167	1.24875
159	74	167	1.25
159	74	167	1.25125
159	74	167	1.2525
158	73	169	1.25375
158	73	169	1.255
158	73	169	1.25625
158	73	169	1.2575
158	71	171	1.25875
158	71	171	1.26
158	71	171	1.26125
158	71	171	1.2625
158	71	171	1.26375
158	71	171	1.265
157	72	171	1.26625
157	71	172	1.2675
158	71	171	1.26875
158	71	171	1.27
157	72	171	1.27125
157	72	171	1.2725
157	72	171	1.27375
157	71	172	1.275
157	71	172	1.27625
157	71	172	1.2775
157	71	172	1.27875
157	71	172	1.28
157	70	173	1.28125
157	70	173	1.2825
157	70	173	1.28375
157	70	173	1.285
156	71	173	1.28625
156	71	173	1.2875
156	71	173	1.28875
155	72	173	1.29
155	71	174	1.29125
155	71	174	1.2925
156	71	173	1.29375
156	71	173	1.295
156	70	174	1.29625
156	70	174	1.2975
157	70	173	1.29875
157	70	173	1.3
157	70	173	1.30125
157	70	173	1.3025
157	70	173	1.30375
156	71	173	1.305
156	71	173	1.30625
156	71	173	1.3075
157	71	172	1.30875
157	71	172	1.31
157	71	172	1.31125
157	71	172	1.3125
157	71	172	1.31375
157	70	173	1.315
157	70	173	1.31625
157	69	174	1.3175
158	69	173	1.31875
158	69	173	1.32
158	69	173	1.32125
158	69	173	1.3225
158	68	174	1.32375
158	68	174	1.325
158	68	174	1.32625
158	68	174	1.3275
158	68	174	1.32875
158	66	176	1.33
158	65	177	1.33125
160	65	175	1.3325
158	67	175	1.33375
158	67	175	1.335
158	67	175	1.33625
158	67	175	1.3375
158	67	175	1.33875
158	65	177	1.34
157	66	177	1.34125
157	65	178	1.3425
157	65	178	1.34375
157	65	178	1.345
157	65	178	1.34625
157	65	178	1.3475
157	65	178	1.34875
157	65	178	1.35
156	66	178	1.35125
156	66	178	1.3525
156	66	178	1.35375
156	66	178	1.355
156	66	178	1.35625
156	65	179	1.3575
156	65	179	1.35875
156	65	179	1.36
156	65	179	1.36125
156	64	180	1.3625
156	63	181	1.36375
156	62	182	1.365
156	62	182	1.36625
156	62	182	1.3675
157	62	181	1.36875
157	62	181	1.37
156	63	181	1.37125
155	64	181	1.3725
155	64	181	1.37375
156	64	180	1.375
156	64	180	1.37625
156	64	180	1.3775
156	64	180	1.37875
157	64	179	1.38
156	63	181	1.38125
156	63	181	1.3825
156	63	181	1.38375
156	63	181	1.385
156	63	181	1.38625
156	63	181	1.3875
156	63	181	1.38875
156	63	181	1.39
156	63	181	1.39125
156	63	181	1.3925
157	63	180	1.39375
156	64	180	1.395
156	64	180	1.39625
156	64	180	1.3975
156	64	180	1.39875
157	64	179	1.4
157	64	179	1.40125
157	64	179	1.4025
157	64	179	1.40375
157	64	179	1.405
157	64	179	1.40625
157	64	179	1.4075
157	64	179	1.40875
157	64	179	1.41
157	64	179	1.41125
157	64	179	1.4125
157	64	179	1.41375
157	63	180	1.415
157	63	180	1.41625
156	64	180	1.4175
156	64	180	1.41875
155	65	180	1.42
155	65	180	1.42125
155	65	180	1.4225
155	66	179	1.42375
155	66	179	1.425
155	66	179	1.42625
155	66	179	1.4275
156	66	178	1.42875
156	66	178	1.43
156	66	178	1.43125
156	66	178	1.4325
157	65	178	1.43375
157	65	178	1.435
157	65	178	1.43625
157	65	178	1.4375
157	65	178	1.43875
157	65	178	1.44
156	66	178	1.44125
156	66	178	1.4425
156	66	178	1.44375
156	66	178	1.445
156	66	178	1.44625
156	66	178	1.4475
156	66	178	1.44875
157	66	177	1.45
157	65	178	1.45125
157	64	179	1.4525
157	64	179	1.45375
157	63	180	1.455
157	63	180	1.45625
157	63	180	1.4575
157	62	181	1.45875
157	62	181	1.46
157	62	181	1.46125
157	62	181	1.4625
157	62	181	1.46375
157	62	181	1.465
156	63	181	1.46625
156	63	181	1.4675
157	63	180	1.46875
157	62	181	1.47
157	62	181	1.47125
158	62	180	1.4725
158	62	180	1.47375
158	62	180	1.475
158	62	180	1.47625
158	62	180	1.4775
159	62	179	1.47875
159	62	179	1.48
160	62	178	1.48125
160	62	178	1.4825
159	63	178	1.48375
160	62	178	1.485
160	63	177	1.48625
160	63	177	1.4875
160	63	177	1.48875
160	63	177	1.49
160	63	177	1.49125
160	63	177	1.4925
159	64	177	1.49375
159	64	177	1.495
159	64	177	1.49625
159	64	177	1.4975
159	64	177	1.49875
159	64	177	1.5
159	64	177	1.50125
159	64	177	1.5025
160	64	176	1.50375
160	64	176	1.505
160	64	176	1.50625
160	64	176	1.5075
160	64	176	1.50875
160	64	176	1.51
160	64	176	1.51125
160	64	176	1.5125
160	64	176	1.51375
160	64	176	1.515
160	64	176	1.51625
159	65	176	1.5175
159	65	176	1.51875
158	66	176	1.52
158	66	176	1.52125
158	66	176	1.5225
158	66	176	1.52375
159	65	176	1.525
159	65	176	1.52625
160	65	175	1.5275
161	65	174	1.52875
161	65	174	1.53
161	65	174	1.53125
161	65	174	1.5325
161	65	174	1.53375
161	64	175	1.535
161	64	175	1.53625
161	62	177	1.5375
160	63	177	1.53875
160	62	178	1.54
160	62	178	1.54125
160	62	178	1.5425
160	62	178	1.54375
161	61	178	1.545
161	61	178	1.54625
161	61	178	1.5475
161	61	178	1.54875
161	61	178	1.55
161	61	178	1.55125
160	62	178	1.5525
160	62	178	1.55375
160	62	178	1.555
160	61	179	1.55625
160	61	179	1.5575
160	61	179	1.55875
160	61	179	1.56
160	61	179	1.56125
158	62	180	1.5625
158	62	180	1.56375
158	62	180	1.565
159	62	179	1.56625
159	62	179	1.5675
159	62	179	1.56875
159	62	179	1.57
159	62	179	1.57125
159	62	179	1.5725
159	62	179	1.57375
159	62	179	1.575
159	62	179	1.57625
159	62	179	1.5775
158	63	179	1.57875
158	63	179	1.58
158	63	179	1.58125
158	63	179	1.5825
158	63	179	1.58375
158	63	179	1.585
158	62	180	1.58625
158	61	181	1.5875
158	61	181	1.58875
158	61	181	1.59
158	61	181	1.59125
159	61	180	1.5925
158	62	180	1.59375
158	61	181	1.595
159	61	180	1.59625
158	62	180	1.5975
158	62	180	1.59875
158	62	180	1.6
158	62	180	1.60125
158	62	180	1.6025
158	62	180	1.60375
158	62	180	1.605
158	62	180	1.60625
158	62	180	1.6075
158	62	180	1.60875
158	62	180	1.61
158	61	181	1.61125
158	61	181	1.6125
158	61	181	1.61375
156	63	181	1.615
156	62	182	1.61625
156	62	182	1.6175
157	62	181	1.61875
157	62	181	1.62
157	62	181	1.62125
158	62	180	1.6225
158	62	180	1.62375
158	62	180	1.625
